,Gene,Transcription Rates mRNA/hr,Key,Value
5356,YMR317W,#N/A-nc,,
5357,YMR318C,13,YMR318C,ADH6
5358,YMR320W,12,YMR320W,
5359,YMR321C,10,YMR321C,
5360,YMR322C,16,YMR322C,SNO4
5361,YMR323W,12,YMR323W,ERR3
5362,YMR324C,#N/A-nc,,
5363,YMR325C,21,,
5364,YMR326C,#N/A-se,,
5365,YNK1,17,,
5366,YNL008C,35,YNL008C,ASI3
5367,YNL010W,12,YNL010W,
5368,YNL011C,19,YNL011C,
5369,YNL013C,19,YNL013C,
5370,YNL017C,#N/A-nc,,
5371,YNL018C,#N/A-se,,
5372,YNL019C,17,YNL019C,
5373,YNL022C,12,YNL022C,RCM1
5374,YNL023C,12,YNL023C,FAP1
5375,YNL024C,13,YNL024C,EFM6
5376,YNL026W,15,YNL026W,SAM50
5377,YNL028W,29,YNL028W,
5378,YNL033W,#N/A-nc,,
5379,YNL034W,16,YNL034W,
5380,YNL035C,12,YNL035C,
5381,YNL038W,11,YNL038W,GPI15
5382,YNL040W,10,YNL040W,
5383,YNL041C,15,YNL041C,COG6
5384,YNL042W,13,YNL042W,BOP3
5385,YNL043C,#N/A-nc,,
5386,YNL045W,16,YNL045W,LAP2
5387,YNL046W,14,YNL046W,
5388,YNL047C,23,YNL047C,SLM2
5389,YNL049C,12,YNL049C,SFB2
5390,YNL050C,12,YNL050C,
5391,YNL051W,15,YNL051W,COG5
5392,YNL056W,21,YNL056W,OCA2
5393,YNL057W,48,YNL057W,
5394,YNL058C,24,YNL058C,
5395,YNL063W,50,YNL063W,MTQ1
5396,YNL065W,10,YNL065W,AQR1
5397,YNL075W,10,YNL075W,IMP4
5398,YNL077W,32,YNL077W,APJ1
5399,YNL078W,12,YNL078W,NIS1
5400,YNL080C,13,YNL080C,EOS1
5401,YNL081C,18,YNL081C,SWS2
5402,YNL083W,15,YNL083W,SAL1
5403,YNL086W,14,YNL086W,SNN1
5404,YNL087W,11,YNL087W,TCB2
5405,YNL089C,#N/A-nc,,
5406,YNL091W,22,YNL091W,NST1
5407,YNL092W,19,YNL092W,
5408,YNL094W,15,YNL094W,APP1
5409,YNL095C,#N/A-nc,,
5410,YNL099C,24,YNL099C,OCA1
5411,YNL100W,18,YNL100W,MIC27
5412,YNL101W,20,YNL101W,AVT4
5413,YNL105W,#N/A-se,,
5414,YNL107W,11,YNL107W,YAF9
5415,YNL108C,11,YNL108C,
5416,YNL109W,19,YNL109W,
5417,YNL110C,12,YNL110C,NOP15
5418,YNL114C,20,YNL114C,
5419,YNL115C,28,YNL115C,
5420,YNL116W,#N/A-nc,,
5421,YNL119W,13,YNL119W,NCS2
5422,YNL120C,#N/A-nc,,
5423,YNL122C,14,YNL122C,
5424,YNL123W,18,YNL123W,NMA111
5425,YNL124W,13,YNL124W,NAF1
5426,YNL127W,54,YNL127W,FAR11
5427,YNL129W,13,YNL129W,NRK1
5428,YNL132W,10,YNL132W,KRE33
5429,YNL133C,12,YNL133C,FYV6
5430,YNL134C,13,YNL134C,
5431,YNL136W,27,YNL136W,EAF7
5432,YNL140C,62,YNL140C,
5433,YNL143C,16,YNL143C,
5434,YNL144C,14,YNL144C,
5435,YNL146W,13,YNL146W,
5436,YNL147W,12,YNL147W,LSM7
5437,YNL149C,14,YNL149C,PGA2
5438,YNL150W,16,YNL150W,
5439,YNL152W,18,YNL152W,INN1
5440,YNL155W,14,YNL155W,CUZ1
5441,YNL156C,25,YNL156C,NSG2
5442,YNL157W,33,YNL157W,IGO1
5443,YNL158W,17,YNL158W,PGA1
5444,YNL159C,25,YNL159C,ASI2
5445,YNL161W,18,YNL161W,CBK1
5446,YNL163C,14,YNL163C,RIA1
5447,YNL164C,14,YNL164C,IBD2
5448,YNL165W,15,YNL165W,
5449,YNL166C,16,YNL166C,BNI5
5450,YNL168C,14,YNL168C,FMP41
5451,YNL170W,15,YNL170W,
5452,YNL171C,#N/A-nc,,
5453,YNL174W,15,YNL174W,
5454,YNL175C,10,YNL175C,NOP13
5455,YNL176C,18,YNL176C,TDA7
5456,YNL177C,16,YNL177C,MRPL22
5457,YNL179C,17,YNL179C,
5458,YNL180C,13,YNL180C,RHO5
5459,YNL181W,11,YNL181W,PBR1
5460,YNL182C,8,YNL182C,IPI3
5461,YNL184C,15,YNL184C,
5462,YNL187W,12,YNL187W,SWT21
5463,YNL190W,28,YNL190W,
5464,YNL191W,18,YNL191W,DUG3
5465,YNL193W,14,YNL193W,
5466,YNL194C,#N/A-se,,
5467,YNL195C,20,YNL195C,
5468,YNL198C,14,YNL198C,
5469,YNL200C,15,YNL200C,NNR1
5470,YNL201C,12,YNL201C,PSY2
5471,YNL203C,19,YNL203C,
5472,YNL205C,#N/A-nc,,
5473,YNL206C,12,YNL206C,RTT106
5474,YNL207W,12,YNL207W,RIO2
5475,YNL208W,27,YNL208W,
5476,YNL211C,15,YNL211C,MRX7
5477,YNL212W,37,YNL212W,VID27
5478,YNL213C,18,YNL213C,RRG9
5479,YNL215W,16,YNL215W,IES2
5480,YNL217W,10,YNL217W,
5481,YNL218W,44,YNL218W,MGS1
5482,YNL223W,22,YNL223W,ATG4
5483,YNL224C,25,YNL224C,SQS1
5484,YNL226W,#N/A-se,,
5485,YNL227C,12,YNL227C,JJJ1
5486,YNL228W,52,YNL228W,
5487,YNL230C,85,YNL230C,ELA1
5488,YNL231C,12,YNL231C,PDR16
5489,YNL232W,12,YNL232W,CSL4
5490,YNL234W,12,YNL234W,
5491,YNL235C,52,YNL235C,
5492,YNL240C,11,YNL240C,NAR1
5493,YNL242W,18,YNL242W,ATG2
5494,YNL245C,14,YNL245C,CWC25
5495,YNL246W,16,YNL246W,VPS75
5496,YNL247W,14,YNL247W,
5497,YNL253W,14,YNL253W,TEX1
5498,YNL254C,12,YNL254C,RTC4
5499,YNL255C,15,YNL255C,GIS2
5500,YNL256W,12,YNL256W,FOL1
5501,YNL258C,16,YNL258C,DSL1
5502,YNL260C,23,YNL260C,LTO1
5503,YNL264C,15,YNL264C,PDR17
5504,YNL265C,20,YNL265C,IST1
5505,YNL266W,24,YNL266W,
5506,YNL269W,#N/A-nc,,
5507,YNL274C,34,YNL274C,GOR1
5508,YNL275W,15,YNL275W,BOR1
5509,YNL276C,#N/A-nc,,
5510,YNL278W,16,YNL278W,CAF120
5511,YNL279W,11,YNL279W,PRM1
5512,YNL281W,23,YNL281W,HCH1
5513,YNL285W,27,YNL285W,
5514,YNL288W,16,YNL288W,CAF40
5515,YNL294C,28,YNL294C,RIM21
5516,YNL295W,34,YNL295W,MRX6
5517,YNL296W,#N/A-nc,,
5518,YNL297C,23,YNL297C,MON2
5519,YNL300W,10,YNL300W,TOS6
5520,YNL303W,10,YNL303W,
5521,YNL305C,35,YNL305C,BXI1
5522,YNL306W,15,YNL306W,MRPS18
5523,YNL308C,13,YNL308C,KRI1
5524,YNL310C,11,YNL310C,ZIM17
5525,YNL311C,23,YNL311C,SKP2
5526,YNL313C,17,YNL313C,EMW1
5527,YNL317W,14,YNL317W,PFS2
5528,YNL319W,#N/A-se,,
5529,YNL320W,18,YNL320W,
5530,YNL321W,16,YNL321W,VNX1
5531,YNL323W,11,YNL323W,LEM3
5532,YNL324W,#N/A-se,,
5533,YNL326C,12,YNL326C,PFA3
5534,YNL331C,17,YNL331C,AAD14
5535,YNL335W,#N/A-nc,,
5536,YNL337W,24,YNL337W,
5537,YNL339C,15,YNL339C,YRF1-6
5538,YNR002C,31,YNR002C,ATO2
5539,YNR004W,15,YNR004W,SWM2
5540,YNR005C,#N/A-nc,,
5541,YNR008W,11,YNR008W,LRO1
5542,YNR009W,10,YNR009W,NRM1
5543,YNR013C,17,YNR013C,PHO91
5544,YNR014W,19,YNR014W,
5545,YNR018W,11,YNR018W,RCF2
5546,YNR020C,15,YNR020C,ATP23
5547,YNR021W,11,YNR021W,
5548,YNR022C,13,YNR022C,MRPL50
5549,YNR024W,12,YNR024W,MPP6
5550,YNR025C,18,YNR025C,
5551,YNR027W,13,YNR027W,BUD17
5552,YNR029C,11,YNR029C,
5553,YNR036C,16,YNR036C,MRPS12
5554,YNR037C,12,YNR037C,RSM19
5555,YNR039C,16,YNR039C,ZRG17
5556,YNR040W,17,YNR040W,
5557,YNR042W,13,YNR042W,
5558,YNR046W,13,YNR046W,TRM112
5559,YNR047W,20,YNR047W,FPK1
5560,YNR048W,11,YNR048W,
5561,YNR051C,17,YNR051C,BRE5
5562,YNR053C,11,YNR053C,NOG2
5563,YNR054C,11,YNR054C,ESF2
5564,YNR059W,30,YNR059W,MNT4
5565,YNR061C,13,YNR061C,
5566,YNR062C,#N/A-nc,,
5567,YNR063W,26,YNR063W,
5568,YNR064C,30,YNR064C,
5569,YNR065C,87,YNR065C,
5570,YNR066C,#N/A-nc,,
5571,YNR067C,9,YNR067C,DSE4
5572,YNR068C,33,YNR068C,
5573,YNR069C,27,YNR069C,BSC5
5574,YNR070W,19,YNR070W,PDR18
5575,YNR071C,13,YNR071C,
5576,YNR073C,20,YNR073C,MAN2
5577,YNR074C,20,YNR074C,AIF1
5578,YNR077C,31,YNR077C,
5579,YNT20,19,,
5580,YOL002C,9,YOL002C,IZH2
5581,YOL003C,11,YOL003C,PFA4
5582,YOL008W,18,YOL008W,COQ10
5583,YOL010W,11,YOL010W,RCL1
5584,YOL011W,14,YOL011W,PLB3
5585,YOL014W,15,YOL014W,
5586,YOL015W,#N/A-nc,,
5587,YOL017W,17,YOL017W,ESC8
5588,YOL019W,11,YOL019W,
5589,YOL022C,10,YOL022C,TSR4
5590,YOL024W,23,YOL024W,
5591,YOL026C,23,YOL026C,MIM1
5592,YOL027C,16,YOL027C,MDM38
5593,YOL029C,14,YOL029C,
5594,YOL030W,33,YOL030W,GAS5
5595,YOL031C,15,YOL031C,SIL1
5596,YOL032W,#N/A-se,,
5597,YOL034W,22,YOL034W,SMC5
5598,YOL035C,20,YOL035C,
5599,YOL036W,38,YOL036W,
5600,YOL037C,#N/A-se,,
5601,YOL041C,14,YOL041C,NOP12
5602,YOL042W,16,YOL042W,NGL1
5603,YOL045W,19,YOL045W,PSK2
5604,YOL046C,#N/A-nc,,
5605,YOL047C,17,YOL047C,LDS2
5606,YOL048C,31,YOL048C,RRT8
5607,YOL050C,#N/A-nc,,
5608,YOL053W,13,YOL053W,AIM39
5609,YOL054W,10,YOL054W,PSH1
5610,YOL055C,13,YOL055C,THI20
5611,YOL057W,12,YOL057W,
5612,YOL060C,22,YOL060C,MAM3
5613,YOL063C,16,YOL063C,CRT10
5614,YOL070C,15,YOL070C,NBA1
5615,YOL071W,24,YOL071W,SDH5
5616,YOL072W,24,YOL072W,THP1
5617,YOL073C,23,YOL073C,DSC2
5618,YOL075C,21,YOL075C,
5619,YOL077C,12,YOL077C,BRX1
5620,YOL078W,11,YOL078W,AVO1
5621,YOL079W,#N/A-nc,,
5622,YOL080C,8,YOL080C,REX4
5623,YOL082W,19,YOL082W,ATG19
5624,YOL083W,13,YOL083W,ATG34
5625,YOL084W,#N/A-nc,,
5626,YOL085C,50,YOL085C,
5627,YOL087C,37,YOL087C,DUF1
5628,YOL089C,20,YOL089C,HAL9
5629,YOL091W,#N/A-nc,,
5630,YOL092W,12,YOL092W,YPQ1
5631,YOL093W,9,YOL093W,TRM10
5632,YOL095C,11,YOL095C,HMI1
5633,YOL098C,17,YOL098C,SDD3
5634,YOL099C,14,YOL099C,
5635,YOL100W,40,YOL100W,PKH2
5636,YOL101C,9,YOL101C,IZH4
5637,YOL106W,15,YOL106W,
5638,YOL107W,15,YOL107W,
5639,YOL111C,24,YOL111C,MDY2
5640,YOL114C,27,YOL114C,PTH4
5641,YOL117W,23,YOL117W,RRI2
5642,YOL118C,#N/A-nc,,
5643,YOL119C,16,YOL119C,MCH4
5644,YOL124C,12,YOL124C,TRM11
5645,YOL125W,12,YOL125W,TRM13
5646,YOL128C,11,YOL128C,YGK3
5647,YOL129W,19,YOL129W,VPS68
5648,YOL131W,58,YOL131W,
5649,YOL132W,10,YOL132W,GAS4
5650,YOL133W,26,YOL133W,HRT1
5651,YOL134C,#N/A-nc,,
5652,YOL137W,26,YOL137W,BSC6
5653,YOL138C,#N/A-nc,,
5654,YOL141W,15,YOL141W,PPM2
5655,YOL142W,14,YOL142W,RRP40
5656,YOL144W,11,YOL144W,NOP8
5657,YOL146W,13,YOL146W,PSF3
5658,YOL150C,14,YOL150C,
5659,YOL153C,#N/A-nc,,
5660,YOL154W,24,YOL154W,ZPS1
5661,YOL155C,42,YOL155C,HPF1
5662,YOL157C,16,YOL157C,IMA2
5663,YOL158C,19,YOL158C,ENB1
5664,YOL159C,23,YOL159C,CSS3
5665,YOL160W,32,YOL160W,
5666,YOL161C,#N/A-nc,,
5667,YOL162W,#N/A-nc,,
5668,YOL163W,31,YOL163W,
5669,YOL164W,11,YOL164W,BDS1
5670,YOL165C,19,YOL165C,AAD15
5671,YOL166C,#N/A-se,,
5672,YOR004W,8,YOR004W,UTP23
5673,YOR006C,9,YOR006C,TSR3
5674,YOR007C,23,YOR007C,SGT2
5675,YOR009W,18,YOR009W,TIR4
5676,YOR011W,17,YOR011W,AUS1
5677,YOR012W,12,YOR012W,
5678,YOR013W,11,YOR013W,IRC11
5679,YOR015W,19,YOR015W,
5680,YOR016C,14,YOR016C,ERP4
5681,YOR019W,21,YOR019W,
5682,YOR021C,12,YOR021C,SFM1
5683,YOR022C,13,YOR022C,DDL1
5684,YOR023C,24,YOR023C,AHC1
5685,YOR024W,#N/A-nc,,
5686,YOR029W,#N/A-se,,
5687,YOR041C,23,YOR041C,
5688,YOR042W,26,YOR042W,CUE5
5689,YOR044W,27,YOR044W,IRC23
5690,YOR049C,25,YOR049C,RSB1
5691,YOR050C,#N/A-nc,,
5692,YOR051C,9,YOR051C,ETT1
5693,YOR052C,18,YOR052C,TMC1
5694,YOR053W,20,YOR053W,
5695,YOR054C,21,YOR054C,VHS3
5696,YOR055W,#N/A-nc,,
5697,YOR056C,11,YOR056C,NOB1
5698,YOR059C,49,YOR059C,LPL1
5699,YOR060C,15,YOR060C,SLD7
5700,YOR062C,64,YOR062C,
5701,YOR064C,15,YOR064C,YNG1
5702,YOR066W,13,YOR066W,MSA1
5703,YOR068C,#N/A-nc,,
5704,YOR071C,8,YOR071C,NRT1
5705,YOR072W,25,YOR072W,
5706,YOR073W,9,YOR073W,SGO1
5707,YOR076C,27,YOR076C,SKI7
5708,YOR078W,9,YOR078W,BUD21
5709,YOR080W,26,YOR080W,DIA2
5710,YOR081C,10,YOR081C,TGL5
5711,YOR082C,18,YOR082C,
5712,YOR083W,#N/A-nc,,
5713,YOR084W,12,YOR084W,LPX1
5714,YOR086C,16,YOR086C,TCB1
5715,YOR087W,12,YOR087W,YVC1
5716,YOR088W,13,,
5717,YOR090C,20,YOR090C,PTC5
5718,YOR091W,12,YOR091W,TMA46
5719,YOR093C,21,YOR093C,CMR2
5720,YOR097C,19,YOR097C,
5721,YOR1,15,,
5722,YOR100C,20,YOR100C,CRC1
5723,YOR102W,24,YOR102W,
5724,YOR104W,20,YOR104W,PIN2
5725,YOR105W,24,YOR105W,
5726,YOR107W,10,YOR107W,RGS2
5727,YOR108W,11,YOR108W,LEU9
5728,YOR110W,14,YOR110W,TFC7
5729,YOR111W,11,YOR111W,
5730,YOR112W,18,YOR112W,CEX1
5731,YOR114W,20,YOR114W,
5732,YOR115C,12,YOR115C,TRS33
5733,YOR118W,17,YOR118W,RTC5
5734,YOR121C,44,YOR121C,
5735,YOR125C,13,YOR125C,CAT5
5736,YOR129C,14,YOR129C,AFI1
5737,YOR131C,26,YOR131C,
5738,YOR135C,17,YOR135C,IRC14
5739,YOR137C,29,YOR137C,SIA1
5740,YOR138C,10,YOR138C,RUP1
5741,YOR139C,35,YOR139C,
5742,YOR144C,12,YOR144C,ELG1
5743,YOR145C,10,YOR145C,PNO1
5744,YOR146W,21,YOR146W,
5745,YOR147W,22,YOR147W,MDM32
5746,YOR152C,28,YOR152C,ATG40
5747,YOR154W,12,YOR154W,SLP1
5748,YOR155C,22,YOR155C,ISN1
5749,YOR161C,15,YOR161C,PNS1
5750,YOR163W,13,YOR163W,DDP1
5751,YOR164C,12,YOR164C,GET4
5752,YOR165W,13,YOR165W,SEY1
5753,YOR166C,12,YOR166C,SWT1
5754,YOR169C,16,YOR169C,
5755,YOR170W,#N/A-nc,,
5756,YOR172W,13,YOR172W,YRM1
5757,YOR173W,21,YOR173W,DCS2
5758,YOR175C,12,YOR175C,ALE1
5759,YOR177C,20,YOR177C,MPC54
5760,YOR179C,9,YOR179C,SYC1
5761,YOR183W,11,YOR183W,FYV12
5762,YOR186W,16,YOR186W,
5763,YOR189W,13,YOR189W,IES4
5764,YOR192C,16,YOR192C,THI72
5765,YOR193W,19,YOR193W,PEX27
5766,YOR197W,21,YOR197W,MCA1
5767,YOR199W,#N/A-nc,,
5768,YOR200W,#N/A-nc,,
5769,YOR203W,16,YOR203W,
5770,YOR205C,20,YOR205C,GEP3
5771,YOR206W,11,YOR206W,NOC2
5772,YOR214C,#N/A-se,,
5773,YOR215C,20,YOR215C,AIM41
5774,YOR218C,14,YOR218C,
5775,YOR220W,#N/A-se,,
5776,YOR221C,28,YOR221C,MCT1
5777,YOR222W,13,YOR222W,ODC2
5778,YOR223W,55,YOR223W,DSC3
5779,YOR225W,18,YOR225W,
5780,YOR226C,17,YOR226C,ISU2
5781,YOR227W,36,YOR227W,HER1
5782,YOR228C,16,YOR228C,MCP1
5783,YOR235W,#N/A-se,,
5784,YOR238W,17,YOR238W,
5785,YOR239W,11,YOR239W,ABP140
5786,YOR240W,12,,
5787,YOR241W,19,YOR241W,MET7
5788,YOR242C,16,YOR242C,SSP2
5789,YOR243C,10,YOR243C,PUS7
5790,YOR245C,18,YOR245C,DGA1
5791,YOR246C,13,YOR246C,ENV9
5792,YOR247W,13,YOR247W,SRL1
5793,YOR248W,13,YOR248W,
5794,YOR251C,13,YOR251C,TUM1
5795,YOR252W,11,YOR252W,TMA16
5796,YOR253W,11,YOR253W,NAT5
5797,YOR255W,#N/A-nc,,
5798,YOR256C,24,YOR256C,TRE2
5799,YOR258W,15,YOR258W,HNT3
5800,YOR262W,17,YOR262W,GPN2
5801,YOR263C,12,YOR263C,
5802,YOR264W,11,YOR264W,DSE3
5803,YOR267C,22,YOR267C,HRK1
5804,YOR268C,13,YOR268C,
5805,YOR271C,10,YOR271C,FSF1
5806,YOR273C,19,YOR273C,TPO4
5807,YOR275C,17,YOR275C,RIM20
5808,YOR277C,#N/A-nc,,
5809,YOR279C,14,YOR279C,RFM1
5810,YOR280C,11,YOR280C,FSH3
5811,YOR281C,15,YOR281C,PLP2
5812,YOR282W,27,YOR282W,
5813,YOR283W,12,YOR283W,
5814,YOR284W,13,YOR284W,HUA2
5815,YOR285W,19,YOR285W,RDL1
5816,YOR286W,16,YOR286W,RDL2
5817,YOR287C,9,YOR287C,RRP36
5818,YOR289W,19,YOR289W,
5819,YOR291W,11,YOR291W,YPK9
5820,YOR292C,18,YOR292C,
5821,YOR294W,11,YOR294W,RRS1
5822,YOR295W,13,YOR295W,UAF30
5823,YOR296W,13,YOR296W,
5824,YOR297C,18,YOR297C,TIM18
5825,YOR298W,28,YOR298W,MUM3
5826,YOR300W,12,YOR300W,
5827,YOR301W,13,YOR301W,RAX1
5828,YOR302W,20,YOR302W,
5829,YOR304CA,14,,
5830,YOR305W,15,YOR305W,RRG7
5831,YOR306C,15,YOR306C,MCH5
5832,YOR308C,20,YOR308C,SNU66
5833,YOR309C,14,YOR309C,
5834,YOR311C,20,YOR311C,DGK1
5835,YOR314W,10,YOR314W,
5836,YOR315W,15,YOR315W,SFG1
5837,YOR318C,28,YOR318C,
5838,YOR320C,12,YOR320C,GNT1
5839,YOR322C,18,YOR322C,LDB19
5840,YOR324C,13,YOR324C,FRT1
5841,YOR325W,#N/A-nc,,
5842,YOR331C,18,YOR331C,
5843,YOR333C,21,YOR333C,
5844,YOR338W,14,YOR338W,
5845,YOR339C,28,YOR339C,UBC11
5846,YOR342C,9,YOR342C,
5847,YOR343C,14,YOR343C,
5848,YOR345C,21,YOR345C,
5849,YOR352W,16,YOR352W,TFB6
5850,YOR353C,33,YOR353C,SOG2
5851,YOR354C,16,YOR354C,MSC6
5852,YOR356W,11,YOR356W,CIR2
5853,YOR359W,15,YOR359W,VTS1
5854,YOR364W,21,YOR364W,
5855,YOR365C,15,YOR365C,
5856,YOR366W,30,YOR366W,
5857,YOR371C,17,YOR371C,GPB1
5858,YOR372C,30,YOR372C,NDD1
5859,YOR376W,#N/A-se,,
5860,YOR378W,33,YOR378W,AMF1
5861,YOR379C,20,YOR379C,
5862,YOR380W,26,YOR380W,RDR1
5863,YOR382W,38,YOR382W,FIT2
5864,YOR383C,51,YOR383C,FIT3
5865,YOR385W,30,YOR385W,
5866,YOR387C,#N/A-nc,,
5867,YOR389W,15,YOR389W,
5868,YOR390W,16,YOR390W,FEX1
5869,YOR391C,21,YOR391C,HSP33
5870,YOR392W,27,YOR392W,
5871,YOR394W,25,YOR394W,PAU21
5872,YOX1,14,,
5873,YPD1,26,,
5874,YPK1,19,,
5875,YPK2,35,,
5876,YPL004C,18,YPL004C,LSP1
5877,YPL005W,74,YPL005W,AEP3
5878,YPL007C,12,YPL007C,TFC8
5879,YPL009C,28,YPL009C,RQC2
5880,YPL012W,8,YPL012W,RRP12
5881,YPL013C,19,YPL013C,MRPS16
5882,YPL014W,#N/A-nc,,
5883,YPL017C,22,YPL017C,IRC15
5884,YPL019C,14,YPL019C,VTC3
5885,YPL020C,15,YPL020C,ULP1
5886,YPL025C,#N/A-se,,
5887,YPL027W,#N/A-nc,,
5888,YPL030W,14,YPL030W,TRM44
5889,YPL033C,#N/A-nc,,
5890,YPL034W,17,YPL034W,
5891,YPL035C,19,YPL035C,
5892,YPL039W,9,YPL039W,
5893,YPL041C,11,YPL041C,MRX11
5894,YPL044C,#N/A-se,,
5895,YPL047W,15,YPL047W,SGF11
5896,YPL051W,22,YPL051W,ARL3
5897,YPL052W,20,YPL052W,OAZ1
5898,YPL055C,26,YPL055C,LGE1
5899,YPL056C,14,YPL056C,LCL1
5900,YPL059W,17,YPL059W,GRX5
5901,YPL060W,#N/A-nc,,
5902,YPL062W,#N/A-nc,,
5903,YPL063W,9,YPL063W,TIM50
5904,YPL064C,17,YPL064C,CWC27
5905,YPL066W,11,YPL066W,RGL1
5906,YPL067C,10,YPL067C,
5907,YPL068C,10,YPL068C,
5908,YPL070W,86,YPL070W,MUK1
5909,YPL071C,25,YPL071C,
5910,YPL072W,19,YPL072W,UBP16
5911,YPL073C,#N/A-nc,,
5912,YPL077C,15,YPL077C,
5913,YPL080C,15,YPL080C,
5914,YPL087W,20,YPL087W,YDC1
5915,YPL088W,18,YPL088W,
5916,YPL093W,11,YPL093W,NOG1
5917,YPL095C,19,YPL095C,EEB1
5918,YPL096W,11,YPL096W,PNG1
5919,YPL098C,18,YPL098C,MGR2
5920,YPL099C,14,YPL099C,INA17
5921,YPL100W,17,YPL100W,ATG21
5922,YPL101W,11,YPL101W,ELP4
5923,YPL102C,15,YPL102C,
5924,YPL103C,18,YPL103C,FMP30
5925,YPL105C,16,YPL105C,SYH1
5926,YPL107W,21,YPL107W,
5927,YPL108W,10,YPL108W,
5928,YPL109C,42,YPL109C,
5929,YPL110C,54,YPL110C,GDE1
5930,YPL112C,13,YPL112C,PEX25
5931,YPL113C,16,YPL113C,
5932,YPL114W,18,YPL114W,
5933,YPL123C,54,YPL123C,RNY1
5934,YPL125W,17,YPL125W,KAP120
5935,YPL126W,11,YPL126W,NAN1
5936,YPL130W,#N/A-nc,,
5937,YPL133C,16,YPL133C,RDS2
5938,YPL134C,15,YPL134C,ODC1
5939,YPL135W,24,YPL135W,ISU1
5940,YPL136W,#N/A-se,,
5941,YPL137C,15,YPL137C,GIP3
5942,YPL138C,17,YPL138C,SPP1
5943,YPL141C,17,YPL141C,FRK1
5944,YPL142C,18,YPL142C,
5945,YPL144W,16,YPL144W,POC4
5946,YPL146C,13,YPL146C,NOP53
5947,YPL150W,28,YPL150W,
5948,YPL151C,#N/A-nc,,
5949,YPL156C,20,YPL156C,PRM4
5950,YPL157W,10,YPL157W,TGS1
5951,YPL158C,14,YPL158C,AIM44
5952,YPL159C,81,YPL159C,PET20
5953,YPL162C,13,YPL162C,
5954,YPL164C,23,YPL164C,MLH3
5955,YPL165C,#N/A-nc,,
5956,YPL166W,27,YPL166W,ATG29
5957,YPL168W,24,YPL168W,MRX4
5958,YPL170W,22,YPL170W,DAP1
5959,YPL176C,26,YPL176C,TRE1
5960,YPL180W,16,YPL180W,TCO89
5961,YPL181W,20,YPL181W,CTI6
5962,YPL182C,11,YPL182C,
5963,YPL183C,8,YPL183C,RTT10
5964,YPL184C,38,YPL184C,MRN1
5965,YPL185W,#N/A-se,,
5966,YPL186C,20,YPL186C,UIP4
5967,YPL189W,#N/A-nc,,
5968,YPL191C,22,YPL191C,
5969,YPL192C,23,YPL192C,PRM3
5970,YPL193W,14,YPL193W,RSA1
5971,YPL196W,21,YPL196W,OXR1
5972,YPL197C,20,YPL197C,
5973,YPL199C,12,YPL199C,
5974,YPL200W,#N/A-se,,
5975,YPL201C,30,YPL201C,YIG1
5976,YPL202C,22,YPL202C,AFT2
5977,YPL205C,18,YPL205C,
5978,YPL206C,50,YPL206C,PGC1
5979,YPL207W,12,YPL207W,TYW1
5980,YPL208W,12,YPL208W,RKM1
5981,YPL213W,24,YPL213W,LEA1
5982,YPL216W,#N/A-nc,,
5983,YPL217C,10,YPL217C,BMS1
5984,YPL221W,16,YPL221W,FLC1
5985,YPL222W,#N/A-nc,,
5986,YPL225W,26,YPL225W,
5987,YPL226W,18,YPL226W,NEW1
5988,YPL229W,19,YPL229W,
5989,YPL230W,#N/A-nc,,
5990,YPL233W,13,YPL233W,NSL1
5991,YPL235W,20,YPL235W,RVB2
5992,YPL236C,17,YPL236C,ENV7
5993,YPL238C,23,YPL238C,
5994,YPL244C,10,YPL244C,HUT1
5995,YPL245W,15,YPL245W,
5996,YPL246C,14,YPL246C,RBD2
5997,YPL247C,#N/A-nc,,
5998,YPL249C,32,YPL249C,GYP5
5999,YPL250C,29,YPL250C,ATG41
6000,YPL251W,#N/A-nc,,
6001,YPL252C,12,YPL252C,YAH1
6002,YPL257W,18,YPL257W,
6003,YPL258C,16,YPL258C,THI21
6004,YPL260W,58,YPL260W,CUB1
6005,YPL261C,17,YPL261C,
6006,YPL264C,47,YPL264C,
6007,YPL267W,13,YPL267W,ACM1
6008,YPL272C,20,YPL272C,PBI1
6009,YPL273W,9,YPL273W,SAM4
6010,YPL274W,14,YPL274W,SAM3
6011,YPL275W,15,YPL275W,FDH2
6012,YPL276W,#N/A-nc,,
6013,YPL277C,#N/A-nc,,
6014,YPL278C,23,YPL278C,
6015,YPL279C,14,YPL279C,FEX2
6016,YPL280W,17,YPL280W,HSP32
6017,YPL282C,34,YPL282C,PAU22
6018,YPL283C,14,YPL283C,YRF1-7
6019,YPR002W,36,YPR002W,PDH1
6020,YPR003C,16,YPR003C,
6021,YPR004C,19,YPR004C,AIM45
6022,YPR007C,13,YPR007C,REC8
6023,YPR008W,13,YPR008W,HAA1
6024,YPR009W,15,YPR009W,SUT2
6025,YPR011C,11,YPR011C,
6026,YPR012C,18,,
6027,YPR013C,17,YPR013C,CMR3
6028,YPR014C,#N/A-se,,
6029,YPR015C,#N/A-se,,
6030,YPR020W,18,YPR020W,ATP20
6031,YPR021C,16,YPR021C,AGC1
6032,YPR022C,17,YPR022C,SDD4
6033,YPR023C,14,YPR023C,EAF3
6034,YPR027C,34,YPR027C,
6035,YPR028W,22,YPR028W,YOP1
6036,YPR030W,20,YPR030W,CSR2
